flight_key,ORIGIN,DEST,dep_hour,count
G41592,SFO,LAX,9,1
G41597,ATL,BOS,3,1
G41600,SEA,DFW,1,1
G41622,SFO,JFK,22,1
G41626,ORD,LAX,7,1
G41629,IAD,SEA,1,1
G41630,ATL,ORD,8,1
G41631,IAD,ATL,12,1
G41636,ORD,BOS,19,1
G41637,DFW,JFK,5,1
G41645,DEN,DFW,17,1
G41656,BOS,SFO,13,1
G41657,ORD,DEN,9,1
G41664,IAD,SFO,0,1
G41670,SEA,ORD,12,1
G41676,DFW,ORD,20,1
G41682,BOS,DEN,11,1
G41683,BOS,ATL,4,1
G4169,SEA,ATL,13,1
G41698,SFO,ATL,18,1
G41711,IAD,DFW,5,1
G41716,SFO,ATL,15,1
G41717,IAD,BOS,0,1
G41739,IAD,SFO,20,1
G41747,LAX,IAD,2,1
G41755,DEN,LAX,5,1
G41765,JFK,BOS,19,1
G41767,DEN,ORD,17,1
G4178,SEA,SFO,1,1
G41785,BOS,IAD,6,1
G41790,JFK,ORD,22,1
G41793,DEN,ATL,20,1
G41798,DFW,IAD,18,1
G4180,JFK,LAX,7,1
G41803,DEN,SFO,21,1
G41805,SEA,SFO,6,1
G41810,DEN,SFO,9,1
G41825,IAD,SEA,21,1
G41836,BOS,ORD,12,1
G41837,BOS,JFK,8,1
G41838,DEN,ORD,0,1
G41840,BOS,SEA,0,1
G41842,JFK,DFW,5,1
G41870,SEA,ORD,18,1
G41877,IAD,SEA,10,1
G41881,DFW,JFK,7,1
G41886,ORD,JFK,11,1
G41888,SFO,IAD,20,1
G41890,DFW,LAX,17,1
G41897,DEN,JFK,15,1
G41905,SEA,IAD,4,1
G41914,DFW,BOS,3,1
G41921,LAX,SFO,13,1
G41938,LAX,DEN,20,1
G4194,BOS,ATL,19,1
G41941,ATL,DFW,13,1
G41948,DFW,BOS,0,1
G41956,ORD,BOS,11,1
G41972,ORD,BOS,18,1
G41980,BOS,JFK,1,1
G41986,ORD,IAD,22,1
G41999,DEN,SEA,21,1
G42010,BOS,IAD,21,1
G42022,ORD,JFK,5,1
G42038,IAD,DFW,15,1
G42043,IAD,ATL,4,1
G42045,SFO,JFK,23,1
G42046,ATL,BOS,4,1
G4205,SEA,LAX,4,1
G42050,ATL,BOS,1,1
G42056,SFO,BOS,19,1
G42069,LAX,BOS,0,1
G42078,SFO,BOS,21,1
G42093,ATL,DEN,6,1
G42100,ATL,DEN,18,1
G42104,ATL,DFW,14,1
G42108,SFO,SEA,20,1
G42122,ATL,IAD,13,1
G4213,IAD,BOS,6,1
G42141,DFW,ORD,12,1
G42142,DEN,JFK,3,1
G42151,LAX,IAD,11,1
G42153,SFO,LAX,20,1
G42159,ORD,ATL,10,1
G42165,IAD,DEN,17,1
G42167,JFK,ORD,2,1
G42172,DFW,IAD,0,1
G42174,SFO,ATL,14,1
G42175,LAX,BOS,15,1
G42183,DFW,BOS,4,1
G42184,JFK,IAD,11,1
G42198,JFK,LAX,14,1
G42199,DFW,BOS,12,1
G42200,DEN,SEA,17,1
G42215,LAX,SFO,8,1
G42221,IAD,SFO,0,1
G42231,DEN,ATL,5,1
G42235,BOS,JFK,20,1
G4224,SEA,DEN,13,1
G42247,LAX,DEN,19,1
G42266,DFW,ORD,3,1
G4227,BOS,SFO,22,1
G42278,SFO,LAX,6,1
G42284,SFO,DEN,0,1
G42285,ATL,DFW,10,1
G42290,ATL,LAX,3,1
G42297,DEN,ORD,5,1
G42298,JFK,ATL,21,1
G42301,DEN,ATL,23,1
G42304,JFK,IAD,21,1
G42306,DEN,IAD,3,1
G42309,ATL,LAX,15,1
G42313,SFO,DFW,5,1
G42316,DEN,LAX,11,1
G42319,ATL,SFO,18,1
G42322,ATL,SEA,11,1
G42335,DEN,BOS,16,1
G42339,DEN,DFW,10,1
G42342,ATL,LAX,4,1
G4235,JFK,LAX,19,1
G42353,IAD,SEA,13,1
G42354,LAX,JFK,5,1
G42375,BOS,SFO,0,1
G4239,BOS,DFW,16,1
G42397,JFK,SEA,12,1
G42403,DEN,JFK,20,1
G42409,IAD,JFK,13,1
G42432,ATL,IAD,21,1
G42440,DFW,JFK,10,1
G42442,DFW,ATL,22,1
G4245,BOS,JFK,19,1
G42459,IAD,ATL,6,1
G4246,IAD,ATL,2,1
G42467,SEA,ATL,3,1
G42476,ATL,DFW,8,1
G42486,JFK,DFW,9,1
G42500,ATL,LAX,1,1
G42504,ORD,BOS,7,1
G42514,BOS,IAD,3,1
G42517,ORD,DFW,22,1
G42519,LAX,DEN,14,1
G42535,LAX,SEA,2,1
G4255,ATL,SFO,14,1
G42570,BOS,SEA,19,1
G42575,ORD,SFO,2,1
G4258,DEN,BOS,17,1
G42584,DFW,SFO,2,1
G42590,BOS,JFK,13,1
G42597,DEN,SFO,1,1
G42603,JFK,BOS,15,1
G4261,DFW,ORD,1,1
G42622,BOS,IAD,17,1
G42623,DEN,BOS,18,1
G42624,LAX,SEA,15,1
G42628,BOS,ORD,2,1
G42630,BOS,SEA,6,1
G42641,DFW,JFK,3,1
G42643,ORD,DEN,12,1
G42652,ORD,DEN,18,1
G42662,DFW,ORD,3,1
G42665,BOS,DEN,17,1
G42675,SEA,ATL,10,1
G42680,IAD,SEA,1,1
G42684,DFW,DEN,8,1
G42685,DEN,JFK,16,1
G42693,DEN,ORD,21,1
G4270,ATL,JFK,14,1
G42700,SEA,IAD,13,1
G4271,SFO,DEN,22,1
G42727,SEA,ORD,23,1
G4273,ORD,ATL,23,1
G42731,DEN,BOS,13,1
G42741,JFK,LAX,3,1
G42742,SEA,DFW,9,1
G42745,SEA,IAD,13,1
G42777,JFK,BOS,0,1
G42780,LAX,SEA,21,1
G42781,JFK,DFW,0,1
G42784,LAX,JFK,9,1
G42785,JFK,DEN,21,1
G4279,IAD,ORD,8,1
G42812,ORD,SFO,4,1
G42817,ORD,JFK,7,1
G42838,DEN,ATL,11,1
G42844,DFW,ATL,3,1
G42861,ATL,SEA,9,1
G42864,DFW,SFO,3,1
G4287,DEN,SEA,4,1
G42870,DFW,SEA,17,1
G42895,LAX,ORD,6,1
G42901,ATL,DFW,20,1
G42904,IAD,ATL,19,1
G42910,LAX,DEN,1,1
G42912,DFW,LAX,20,1
G4292,LAX,DFW,4,1
G42920,BOS,IAD,9,1
G42936,ORD,JFK,22,1
G4294,DEN,SEA,2,1
G42946,LAX,SFO,4,1
G42951,DEN,ORD,17,1
G42952,JFK,DFW,4,1
G42953,SEA,DEN,9,1
G42956,SFO,LAX,23,1
G42961,SEA,ORD,12,1
G42964,JFK,LAX,4,1
G42965,JFK,SEA,2,1
G42967,ATL,JFK,1,1
G42975,DEN,SFO,20,1
G42979,ORD,DFW,17,1
G4298,LAX,DEN,6,1
G42985,ORD,SFO,22,1
G42994,SFO,IAD,18,1
G42995,BOS,SFO,6,1
G43006,LAX,SFO,22,1
G43025,IAD,ORD,15,1
G43026,DFW,SFO,12,1
G43032,BOS,DEN,0,1
G43040,ATL,BOS,10,1
G43060,LAX,SEA,22,1
G43068,IAD,JFK,5,1
G43071,SEA,DFW,19,1
G43075,SFO,IAD,12,1
G43081,DFW,DEN,14,1
G43083,IAD,LAX,4,1
G43085,DFW,DEN,16,1
G43087,JFK,SFO,8,1
G43088,SEA,DEN,4,1
G43093,JFK,ATL,23,1
G43101,ORD,DEN,9,1
G43103,JFK,SFO,12,1
G43107,IAD,SFO,16,1
G43116,IAD,SFO,3,1
G4312,BOS,LAX,20,1
G43126,DEN,SFO,15,1
G43128,LAX,DFW,22,1
G43132,JFK,DEN,9,1
G43134,DEN,DFW,2,1
G43148,ATL,DFW,0,1
G43150,DFW,BOS,9,1
G43151,DFW,SFO,7,1
G43153,JFK,ORD,9,1
G43157,DFW,DEN,8,1
G43167,BOS,LAX,12,1
G43188,ATL,LAX,17,1
G43191,JFK,DFW,5,1
G43192,JFK,BOS,9,1
G43198,SEA,ORD,13,1
G43200,DEN,SEA,2,1
G43210,ATL,BOS,1,1
G43224,LAX,ORD,3,1
G43230,ORD,JFK,17,1
G43241,ATL,SEA,12,1
G43254,SEA,BOS,0,1
G43263,ORD,JFK,3,1
G43266,ATL,DFW,15,1
G43291,DEN,IAD,4,1
G43293,LAX,IAD,6,1
G43301,SEA,IAD,11,1
G43309,BOS,SEA,9,1
G43311,ATL,SFO,13,1
G43312,SEA,SFO,5,1
G43316,DEN,LAX,3,1
G4332,DFW,ATL,6,1
G43330,SEA,JFK,9,1
G43336,BOS,LAX,8,1
G43337,ATL,IAD,14,1
G43344,ATL,JFK,11,1
G43348,JFK,BOS,18,1
G43358,JFK,ATL,21,1
G43364,ATL,LAX,11,1
G43370,SFO,DFW,17,1
G4338,ORD,LAX,9,1
G4339,ORD,BOS,13,1
G43390,SFO,ATL,0,1
G43391,JFK,SEA,1,1
G43392,LAX,SFO,16,1
G43393,SEA,LAX,11,1
G43396,LAX,BOS,9,1
G43417,DEN,SEA,13,1
G4342,ATL,LAX,6,1
G43434,SEA,LAX,8,1
G43439,LAX,ORD,5,1
G4344,ATL,DFW,5,1
G43442,ATL,SFO,2,1
G43444,DFW,IAD,20,1
G4345,SFO,ATL,23,1
G43450,DFW,SFO,4,1
G43459,IAD,BOS,14,1
G43461,DEN,ORD,4,1
G43469,ATL,JFK,12,1
G43471,ORD,SFO,22,1
G43472,DEN,SFO,6,1
G43475,DEN,JFK,18,1
G4348,JFK,DFW,3,1
G43481,LAX,DFW,12,1
G43484,ATL,DEN,2,1
G43494,DEN,JFK,10,1
G43501,DFW,LAX,4,1
G43502,LAX,JFK,4,1
G43503,DEN,LAX,13,1
G43515,LAX,ORD,14,1
G43523,ORD,LAX,18,1
G43533,DFW,LAX,0,1
G43540,SEA,DFW,12,1
G43541,LAX,SEA,20,1
G4355,SFO,DEN,2,1
G43569,DFW,LAX,6,1
G4357,DEN,SEA,8,1
G43571,DFW,JFK,17,1
G43582,SEA,JFK,7,1
G43584,ORD,SEA,9,1
G43603,ATL,IAD,4,1
G43611,LAX,IAD,16,1
G43615,ORD,SEA,21,1
G43624,JFK,ORD,0,1
G43625,JFK,ORD,11,1
G43631,ORD,SEA,6,1
G43632,LAX,DEN,12,1
G43636,ORD,SFO,15,1
G43638,IAD,JFK,20,1
G43639,DEN,ATL,16,1
G43645,BOS,ORD,14,1
G43655,LAX,SFO,6,1
G43657,JFK,ATL,0,1
G43658,IAD,ORD,13,1
G43675,ATL,ORD,5,1
G43676,SEA,ATL,17,1
G43685,ORD,BOS,18,1
G43688,DEN,ATL,22,1
G43695,LAX,BOS,18,1
G43697,BOS,SFO,18,1
G4370,SFO,DEN,18,1
G43712,ORD,SEA,10,1
G43723,SEA,ORD,12,1
G43738,ORD,DFW,16,1
G4374,JFK,LAX,10,1
G43750,SEA,DFW,1,1
G43762,SEA,ATL,4,1
G43766,ORD,SEA,3,1
G43774,JFK,SFO,9,1
G43778,JFK,SEA,19,1
G43785,LAX,ATL,9,1
G43787,DEN,JFK,3,1
G43792,JFK,ATL,3,1
G43802,SFO,ATL,16,1
G43840,DFW,BOS,21,1
G43851,JFK,ORD,23,1
G43852,ATL,LAX,3,1
G43864,SFO,IAD,8,1
G43887,SFO,LAX,3,1
G43888,DEN,DFW,16,1
G43893,IAD,JFK,17,1
G43903,ATL,DEN,20,1
G4391,IAD,LAX,7,1
G43916,SEA,DEN,22,1
G43917,SFO,DFW,20,1
G43918,IAD,JFK,23,1
G43919,SEA,BOS,23,1
G4392,ATL,DEN,6,1
G43922,SEA,ATL,13,1
G4394,DEN,JFK,15,1
G43948,BOS,SEA,1,1
G43958,DFW,SEA,21,1
G43972,IAD,DEN,5,1
G43979,DFW,ORD,1,1
G43980,DFW,BOS,0,1
G43982,SEA,BOS,5,1
G43987,ORD,LAX,5,1
G44004,IAD,LAX,23,1
G44007,DEN,DFW,9,1
G44011,IAD,JFK,11,1
G44014,ORD,IAD,7,1
G44015,ATL,JFK,20,1
G44016,SEA,ORD,12,1
G44017,SEA,LAX,8,1
G44027,ATL,LAX,22,1
G44045,SFO,LAX,19,1
G4405,JFK,ATL,1,1
G44059,ORD,IAD,19,1
G44081,ORD,DEN,12,1
G44082,IAD,DFW,23,1
G44089,IAD,JFK,13,1
G44108,IAD,JFK,17,1
G44109,SEA,BOS,6,1
G44122,JFK,ATL,23,1
G44133,IAD,SEA,21,1
G44142,DEN,ATL,14,1
G44143,BOS,IAD,14,1
G44177,LAX,SFO,2,1
G44183,SEA,DEN,14,1
G44199,SEA,SFO,16,1
G4420,SFO,DFW,1,1
G44207,SEA,IAD,12,1
G44220,IAD,ORD,19,1
G44224,SFO,IAD,13,1
G44228,LAX,JFK,20,1
G4424,DEN,JFK,4,1
G44249,IAD,ORD,17,1
G44250,ORD,LAX,17,1
G44255,ORD,LAX,14,1
G44270,SEA,DFW,13,1
G44273,JFK,ATL,15,1
G44277,SEA,LAX,5,1
G44297,JFK,ORD,8,1
G44299,ATL,BOS,18,1
G44309,SFO,ATL,2,1
G44311,ORD,IAD,18,1
G44313,SEA,LAX,8,1
G44315,BOS,LAX,13,1
G4434,ATL,SFO,3,1
G44347,ORD,JFK,20,1
G4436,LAX,BOS,5,1
G44375,LAX,SEA,16,1
G44378,LAX,JFK,12,1
G44382,SFO,SEA,12,1
G44388,DEN,SEA,5,1
G44399,SEA,ORD,22,1
G44404,DEN,LAX,14,1
G44413,ATL,DEN,9,1
G44419,IAD,SEA,15,1
G44421,BOS,SFO,14,1
G4443,DFW,JFK,9,1
G44435,IAD,SFO,9,1
G44436,ORD,LAX,8,1
G44439,ATL,SFO,7,1
G44442,ORD,SFO,17,1
G44444,SFO,ORD,20,1
G44445,JFK,SFO,19,1
G44466,BOS,JFK,5,1
G44467,SEA,IAD,19,1
G44492,IAD,JFK,4,1
G44493,DFW,ATL,19,1
G44494,ATL,IAD,23,1
G44495,SEA,IAD,21,1
G44499,DEN,IAD,6,1
G4452,LAX,ORD,15,1
G44526,JFK,ATL,4,1
G44533,IAD,SFO,14,1
G44534,ATL,ORD,7,1
G44535,IAD,LAX,15,1
G44536,SEA,SFO,11,1
G44539,DEN,SEA,12,1
G44540,IAD,JFK,1,1
G44554,JFK,ORD,12,1
G44556,DEN,SEA,14,1
G44576,SEA,DFW,9,1
G4458,IAD,ORD,22,1
G44587,DEN,IAD,22,1
G44597,LAX,BOS,13,1
G44609,SEA,LAX,22,1
G44618,ATL,BOS,13,1
G4464,SEA,ORD,11,1
G44642,ORD,DFW,23,1
G4466,BOS,SEA,20,1
G44670,IAD,SFO,3,1
G44677,BOS,DFW,6,1
G44679,JFK,BOS,3,1
G44682,LAX,BOS,6,1
G44685,ORD,LAX,7,1
G44690,SEA,DFW,18,1
G44691,IAD,ATL,5,1
G44692,ATL,ORD,8,1
G44696,SEA,ORD,4,1
G44697,ATL,LAX,14,1
G44715,DEN,SEA,9,1
G44732,SFO,ORD,10,1
G44747,ATL,SFO,8,1
G44748,LAX,SFO,11,1
G44758,ATL,SFO,21,1
G44765,BOS,IAD,6,1
G44773,SFO,DEN,21,1
G44774,SFO,ORD,19,1
G44775,JFK,LAX,18,1
G44776,IAD,ORD,7,1
G44785,DFW,SEA,23,1
G44786,JFK,BOS,13,1
G44806,ORD,LAX,2,1
G44810,DFW,ATL,11,1
G44811,ORD,IAD,10,1
G44814,SFO,LAX,20,1
G44815,ORD,LAX,7,1
G44818,ORD,ATL,23,1
G44824,SEA,ATL,3,1
G44829,BOS,DFW,4,1
G4483,DFW,SEA,7,1
G44861,SEA,SFO,16,1
G44862,IAD,ORD,8,1
G44869,IAD,JFK,20,1
G4487,SEA,BOS,21,1
G44883,SFO,ORD,11,1
G44889,IAD,DEN,20,1
G44890,DEN,SFO,0,1
G44891,SEA,SFO,19,1
G44894,LAX,IAD,3,1
G44900,SFO,IAD,11,1
G44908,LAX,ORD,7,1
G44916,ATL,IAD,20,1
G44918,BOS,DFW,22,1
G44921,IAD,DEN,10,1
G44945,ORD,JFK,5,1
G44961,SEA,SFO,6,1
G44972,ATL,LAX,19,1
G44978,SFO,DEN,15,1
G44979,JFK,ORD,8,1
G44982,SFO,JFK,21,1
G44985,DEN,ORD,7,1
G44986,JFK,IAD,22,1
G44994,IAD,BOS,7,1
G44999,JFK,DFW,23,1
G45007,SEA,ATL,9,1
G45015,DEN,SFO,18,1
G4502,IAD,SFO,5,1
G4503,ORD,LAX,4,1
G45052,SFO,DEN,21,1
G45057,DFW,ATL,6,1
G45065,IAD,JFK,11,1
G45066,DEN,ATL,14,1
G4507,ORD,JFK,1,1
G45077,LAX,DEN,16,1
G4510,IAD,ORD,23,1
G45100,JFK,SEA,4,1
G45102,JFK,BOS,21,1
G45106,DFW,SEA,3,1
G45112,JFK,ATL,8,1
G45113,DEN,IAD,9,1
G45116,ATL,ORD,6,1
G45127,ATL,JFK,19,1
G45131,DFW,SFO,15,1
G45144,ATL,BOS,10,1
G45152,SFO,ATL,4,1
G45160,SFO,DFW,3,1
G4517,JFK,DEN,7,1
G45176,SFO,LAX,5,1
G45177,BOS,ORD,1,1
G45180,BOS,ATL,3,1
G45182,LAX,DEN,19,1
G45185,ORD,JFK,17,1
G45203,SFO,SEA,20,1
G45205,DFW,ORD,13,1
G45209,BOS,ORD,0,1
G45213,ATL,DFW,14,1
G45216,DFW,BOS,8,1
G45218,LAX,ORD,7,1
G45221,BOS,SFO,6,1
G45224,DFW,ORD,22,1
G45234,DFW,LAX,22,1
G45245,BOS,LAX,22,1
G45252,SEA,LAX,1,1
G45254,LAX,SFO,20,1
G4526,SFO,SEA,13,1
G45261,JFK,DFW,13,1
G4527,DFW,IAD,17,1
G45283,IAD,ATL,11,1
G45286,SFO,JFK,6,1
G45301,DEN,ATL,2,1
G45315,ATL,IAD,5,1
G45318,DFW,BOS,4,1
G45327,SFO,JFK,12,1
G45334,DEN,SEA,6,1
G45339,DFW,JFK,6,1
G4534,ORD,DEN,2,1
G4536,BOS,SEA,15,1
G45361,BOS,LAX,13,1
G45371,IAD,JFK,12,1
G45381,IAD,SEA,3,1
G45388,SEA,ATL,11,1
G45390,ORD,JFK,22,1
G45394,LAX,ORD,15,1
G45431,SEA,DFW,22,1
G45432,ATL,LAX,20,1
G45446,LAX,BOS,3,1
G45447,LAX,DFW,18,1
G4545,BOS,DEN,18,1
G45453,DFW,SFO,0,1
G45459,DFW,ORD,15,1
G45460,IAD,JFK,21,1
G45466,ATL,BOS,18,1
G45473,JFK,IAD,5,1
G45478,ORD,DFW,15,1
G45517,LAX,DFW,1,1
G45532,IAD,LAX,22,1
G45540,JFK,DFW,4,1
G45543,DFW,LAX,12,1
G45549,SFO,SEA,14,1
G45562,BOS,ORD,4,1
G45580,JFK,SEA,0,1
G45583,LAX,JFK,7,1
G45584,LAX,SFO,11,1
G45606,SFO,JFK,0,1
G45627,ATL,SEA,9,1
G45636,LAX,IAD,0,1
G45642,DEN,DFW,23,1
G45664,ORD,BOS,16,1
G45683,JFK,BOS,15,1
G4569,ATL,JFK,0,1
G45696,IAD,SFO,7,1
G45701,DEN,BOS,11,1
G45729,DFW,IAD,15,1
G4575,JFK,DEN,1,1
G45754,ATL,JFK,4,1
G45759,ORD,JFK,13,1
G45761,IAD,ORD,3,1
G45766,IAD,JFK,16,1
G45768,BOS,SEA,23,1
G45771,IAD,LAX,16,1
G45773,ORD,BOS,22,1
G45777,SFO,JFK,13,1
G45779,BOS,DEN,13,1
G45805,SFO,IAD,21,1
G45808,IAD,DFW,0,1
G45814,DFW,SEA,11,1
G45818,DEN,SEA,10,1
G45825,JFK,BOS,9,1
G45828,ORD,DEN,15,1
G45829,DEN,SFO,19,1
G45852,JFK,ORD,13,1
G45853,ATL,SEA,2,1
G45859,ORD,IAD,7,1
G45870,IAD,SEA,8,1
G45885,ORD,LAX,21,1
G45888,ORD,JFK,19,1
G45890,DEN,IAD,5,1
G45908,ORD,JFK,15,1
G45909,LAX,BOS,1,1
G45912,JFK,BOS,23,1
G45924,ATL,DFW,7,1
G45931,ORD,JFK,11,1
G45939,SFO,LAX,4,1
G45940,DFW,ORD,1,1
G45946,SFO,SEA,23,1
G45949,LAX,DEN,13,1
G45963,IAD,BOS,11,1
G45967,LAX,SFO,23,1
G45975,JFK,SEA,21,1
G45980,ATL,SFO,11,1
G45991,DEN,BOS,14,1
G46000,IAD,SFO,4,1
G46001,LAX,JFK,5,1
G46003,BOS,DFW,22,1
G46004,SFO,ORD,3,1
G46008,SFO,BOS,1,1
G4601,SEA,IAD,5,1
G46013,DEN,SEA,23,1
G46020,LAX,DFW,17,1
G4603,BOS,ORD,19,1
G46031,ATL,SFO,12,1
G46037,SEA,SFO,20,1
G46042,SFO,SEA,16,1
G46045,SFO,JFK,1,1
G46051,ATL,IAD,13,1
G46055,IAD,SEA,11,1
G46057,ATL,LAX,15,1
G46062,SFO,ORD,13,1
G46065,IAD,BOS,16,1
G46069,DFW,ORD,13,1
G46076,JFK,SFO,6,1
G46092,ORD,BOS,6,1
G46104,DFW,ORD,17,1
G46130,SFO,ATL,20,1
G46132,IAD,DEN,19,1
G46140,DFW,SEA,20,1
G46161,LAX,SFO,0,1
G46167,ORD,DFW,11,1
G46172,IAD,SFO,1,1
G46174,BOS,DFW,13,1
G46178,DFW,SFO,15,1
G46182,LAX,BOS,11,1
G46187,JFK,LAX,13,1
G46202,ORD,JFK,4,1
G46203,BOS,ATL,16,1
G46209,JFK,ORD,19,1
G46219,BOS,IAD,9,1
G46230,JFK,DEN,3,1
G46234,JFK,LAX,13,1
G46239,DFW,SEA,17,1
G46248,IAD,ORD,19,1
G46249,SEA,ORD,15,1
G46251,SEA,SFO,16,1
G46269,SFO,JFK,2,1
G46274,SEA,LAX,0,1
G46283,SFO,DEN,12,1
G46285,ORD,ATL,3,1
G46295,DFW,JFK,22,1
G46303,JFK,LAX,16,1
G46308,ORD,ATL,14,1
G46325,ATL,SFO,15,1
G4634,SFO,ATL,17,1
G46347,DFW,SFO,10,1
G46349,ATL,JFK,5,1
G46350,LAX,DFW,8,1
G46351,DEN,DFW,4,1
G46354,LAX,SFO,17,1
G46357,ORD,JFK,17,1
G46361,ORD,IAD,18,1
G46365,ORD,SFO,14,1
G46373,JFK,SEA,6,1
G46388,DEN,LAX,1,1
G46397,ATL,SFO,12,1
G46398,ATL,ORD,3,1
G4640,DFW,ORD,3,1
G46407,LAX,DFW,7,1
G46415,LAX,DEN,22,1
G46416,DEN,ORD,23,1
G46421,ATL,SFO,17,1
G4645,DEN,SFO,0,1
G46452,BOS,ATL,9,1
G46468,BOS,DFW,13,1
G46482,ATL,ORD,20,1
G46485,BOS,JFK,22,1
G46492,DFW,IAD,15,1
G46495,ATL,IAD,15,1
G46496,JFK,SFO,8,1
G46497,ATL,BOS,0,1
G46504,SFO,SEA,21,1
G4651,ATL,SFO,7,1
G46510,JFK,SEA,11,1
G46527,DEN,SFO,7,1
G46534,LAX,SFO,16,1
G46538,DEN,DFW,15,1
G4654,SFO,DEN,14,1
G46549,ATL,ORD,3,1
G4656,DFW,IAD,2,1
G46564,BOS,ATL,2,1
G46577,ATL,JFK,5,1
G46582,ATL,DFW,17,1
G46588,IAD,DFW,5,1
G46590,ATL,SEA,1,1
G4660,SEA,JFK,13,1
G46600,DEN,SFO,14,1
G46605,JFK,LAX,0,1
G46611,ORD,BOS,0,1
G46613,JFK,SEA,5,1
G46614,IAD,SEA,2,1
G46617,IAD,SEA,23,1
G46622,BOS,ORD,1,1
G46624,JFK,DEN,7,1
G46626,LAX,BOS,16,1
G46627,SFO,LAX,6,1
G46654,ORD,BOS,10,1
G46655,JFK,ATL,1,1
G46657,DFW,LAX,5,1
G46661,ATL,IAD,2,1
G46666,ATL,ORD,2,1
G46676,BOS,IAD,9,1
G46678,SEA,DFW,0,1
G46680,JFK,SFO,10,1
G46691,IAD,BOS,7,1
G4670,DEN,ATL,17,1
G46700,BOS,SFO,23,1
G46701,SEA,BOS,23,1
G46702,DFW,BOS,9,1
G46707,IAD,JFK,12,1
G46745,BOS,LAX,12,1
G46755,DEN,IAD,3,1
G46756,ORD,DFW,12,1
G4676,IAD,SFO,17,1
G46760,SEA,DFW,11,1
G46769,ATL,IAD,13,1
G46771,IAD,LAX,21,1
G46777,ORD,DEN,14,1
G46786,IAD,DFW,14,1
G4679,SFO,DFW,0,1
G46790,IAD,ORD,4,1
G46805,DFW,SFO,21,1
G46806,ORD,SEA,7,1
G46808,ATL,DFW,17,1
G46809,ATL,IAD,11,1
G46810,JFK,ATL,22,1
G46830,DEN,DFW,23,1
G4684,LAX,ORD,12,1
G46855,BOS,ATL,22,1
G46861,LAX,DFW,15,1
G46866,DFW,SEA,15,1
G46872,ORD,LAX,21,1
G46874,ATL,DFW,16,1
G46877,ATL,SFO,21,1
G46889,IAD,DFW,5,1
G46890,SFO,DFW,8,1
G46896,SEA,ATL,21,1
G46900,DFW,ATL,20,1
G46902,BOS,SEA,14,1
G46904,SFO,SEA,19,1
G46906,BOS,ATL,15,1
G46912,IAD,SEA,13,1
G46914,SFO,ATL,10,1
G46915,JFK,ORD,10,1
G46916,LAX,ATL,1,1
G4693,DEN,JFK,8,1
G46934,JFK,DEN,8,1
G46937,JFK,SFO,4,1
G4694,JFK,SFO,2,1
G46942,ORD,JFK,6,1
G46947,SEA,ORD,11,1
G46952,IAD,ORD,6,1
G46959,LAX,SFO,0,1
G46960,IAD,SEA,7,1
G46970,JFK,BOS,22,1
G46972,ATL,LAX,14,1
G4698,SEA,ATL,7,1
G46980,DEN,ORD,21,1
G4699,LAX,JFK,17,1
G46992,ORD,IAD,11,1
G46999,LAX,SFO,4,1
G47005,ATL,DEN,12,1
G47011,DFW,JFK,20,1
G4702,LAX,ORD,1,1
G47020,JFK,SEA,4,1
G47023,IAD,BOS,23,1
G47024,DFW,LAX,0,1
G47033,DEN,DFW,3,1
G47037,BOS,ATL,14,1
G47044,SEA,IAD,22,1
G47062,ATL,ORD,7,1
G47064,BOS,ATL,1,1
G47067,SFO,LAX,6,1
G47078,SFO,BOS,1,1
G47080,DFW,SEA,0,1
G47083,LAX,DEN,20,1
G47090,LAX,IAD,3,1
G47092,DEN,ATL,9,1
G4710,SEA,SFO,20,1
G47102,ORD,BOS,1,1
G47103,ATL,BOS,11,1
G47106,JFK,DFW,12,1
G47108,DEN,LAX,6,1
G47109,SEA,LAX,17,1
G47125,BOS,SFO,19,1
G47127,JFK,DFW,23,1
G47128,JFK,DFW,8,1
G47129,IAD,JFK,2,1
G47131,ORD,SEA,6,1
G47135,DFW,BOS,3,1
G47136,LAX,ATL,11,1
G47140,ATL,JFK,21,1
G47146,LAX,ATL,16,1
G47151,DEN,SEA,22,1
G47152,BOS,SFO,6,1
G47154,DEN,IAD,22,1
G47159,SFO,BOS,3,1
G47160,SFO,BOS,10,1
G47162,LAX,ORD,15,1
G47168,ORD,JFK,15,1
G47170,ATL,SFO,21,1
G47183,SFO,DEN,21,1
G47189,ATL,BOS,17,1
G47199,DFW,SEA,22,1
G47201,IAD,DFW,5,1
G47206,DEN,BOS,23,1
G47215,DEN,BOS,4,1
G4722,ORD,SEA,23,1
G47226,IAD,ATL,18,1
G47227,JFK,ATL,0,1
G4723,DFW,ORD,15,1
G47230,ATL,ORD,9,1
G47236,DEN,IAD,10,1
G47243,ORD,SEA,4,1
G4725,LAX,SFO,19,1
G47251,LAX,DEN,10,1
G47253,BOS,JFK,4,1
G47256,ATL,DFW,8,1
G47264,ATL,ORD,7,1
G47276,DEN,JFK,8,1
G47278,JFK,BOS,14,1
G4728,BOS,DFW,11,1
G47281,ATL,SEA,20,1
G47302,IAD,BOS,20,1
G47334,DEN,ORD,6,1
G47337,SFO,JFK,19,1
G47341,JFK,BOS,16,1
G47360,IAD,SFO,19,1
G47373,IAD,DFW,7,1
G47374,BOS,DEN,18,1
G47387,LAX,DFW,19,1
